音楽を<聞きた>。	音楽を(聞いた)。
<トンカツをします>。	(トンカツをりょうりします)。
トンカツを<し>ます。	トンカツを(たべ)ます。
トンカツを<します>。	トンカツを(つくります)。
山口さんは外国語を<勉強こと>がありますか。	山口さんは外国語を(勉強したこと)がありますか。
母はお弁当を<作りて>くれました。	母はお弁当を(作って)くれました。
あまり日記に<かくない>。	あまり日記に(かかない)。
あまり<日記にかくない>。	あまり(日記をかかない)。
<頑張って勉強するしてです>。	(頑張って勉強しています)。
頑張って<勉強するしてです>。	頑張って(勉強するしています)。
頑張って<勉強するしてです>。	頑張って(勉強してます)。
頑張って<勉強するしてです>。	頑張って(勉強するつもりです)。
<違うじゃないます>。	(違いません)。
<違うじゃないます>。	(違わないです)。
<違うじゃないます>。	(違います)。
日本語<へ>話します。	日本語(を)話します。
鉛筆は<一本は>いくらですか。	鉛筆は(一本)いくらですか。
<昨日>、雨がふるでしょう。	(明日)、雨がふるでしょう。
昨日、雨が<ふるでしょう>。	昨日、雨が(ふった)。
昨日、雨が<ふるでしょう>。	昨日、雨が(ふったでしょう)。
英語のクラスは<面白いかった>ですか。	英語のクラスは(面白かった)ですか。
そのりんごはあまいと川田さんは<言ったいます>。	そのりんごはあまいと川田さんは(言っています)。
そのりんごはあまいと<川田さんは言ったいます>。	そのりんごはあまいと(川田さんは言います)。
日本に行ったことが<ありませんです>。	日本に行ったことが(ありません)。
日本に<行ったことがありませんです>。	日本に(行ったことがないです)。
この薬を<食べ>ました。	この薬を(飲み)ました。
この薬を<食べました>。	この薬を(のみました)。
われわれは<日本語がの学生>です。	われわれは(日本語の学生)です。
われわれは<日本語が学生です>。	われわれは(日本語の学生です)。
われわれは<日本語を学生>です。	われわれは(日本語の学生)です。
<私は犬の散歩をするです>。	(私は犬の散歩をする)。
私は犬の散歩を<するです>。	私は犬の散歩を(します)。
コンビニは、銀行の<となりにです>。	コンビニは、銀行の(となりです)。
コンビニは、<銀行となりです>。	コンビニは、(銀行のとなりです)。
山口さんは外国語を<勉強したが>ありますか。	山口さんは外国語を(勉強したことが)ありますか。
銀色の<イヤリングをはいています>。	銀色の(イヤリングをつけています)。
銀色のイヤリングを<はいて>います。	銀色のイヤリングを(して)います。
今夜、<祭りがあるもので>、町は賑やかなです。	今夜、(祭りがあるので)、町は賑やかなです。
今夜、祭りが<あるもので、町は賑やかなです>。	今夜、祭りが(あるので、町は賑やかです)。
<コーヒーを飲みほしい>。	(コーヒーを飲みたい)。
コーヒー<を飲みほしい>。	コーヒー(が飲みたい)。
コーヒーを<飲みほしい>。	コーヒーを(飲んでほしい)。
<家の近くで>おいしいなレストランがあります。	(家の近くに)おいしいなレストランがあります。
家の近く<でおいしいな>レストランがあります。	家の近く(においしい)レストランがあります。
家の近くで<おいしいな>レストランがあります。	家の近くで(おいしい)レストランがあります。
すみません、トイレは<どこが>ありますか。	すみません、トイレは(どこに)ありますか。
このスープは<塩からいすぎ>ます。	このスープは(塩からすぎ)ます。
<どこはレストランですか>。	(レストランはどこですか)。
<どこはレストランですか>。	(レストランは、どこですか)。
どこ<は>レストランですか。	どこ(の)レストランですか。
先生<だたら>わかります。	先生(だったら)わかります。
このケーキを<食べる>みましょう。	このケーキを(食べて)みましょう。
<早い>来てください。	(早く)来てください。
私は<車を>ほしいです。	私は(車が)ほしいです。
<とても大変ですから、宿題がたくさんあります>。	(宿題がたくさんありますから、とても大変です)。
<今日、天気はさむかったです>。	(今日、さむかったです)。
<今日、天気はさむかったです>。	(今日はさむかったです)。
今日、天気は<さむかったです>。	今日、天気は(さむいです)。
予習を<するません>でした。	予習を(しません)でした。
私は<泳ぎられます>。	私は(およげます)。
旅行<を>行きますから準備をしましょう。	旅行(に)行きますから準備をしましょう。
電気<が>つけます。	電気(を)つけます。
アイスクリームはおいしかったですから、<もう>ほしかったです。	アイスクリームはおいしかったですから、(もっと)ほしかったです。
アイスクリームは<おいしかったですから、もう>ほしかったです。	アイスクリームは(おいしかったので、もっと)ほしかったです。
<母は私にぼうしをあげた>。	(母は私にぼうしをくれた)。
リンゴを<いっつ>ください。	リンゴを(いつつ)ください。
リンゴを<いっつ>ください。	リンゴを(いっつつ)ください。
山田さんは3時に田中のけんきゅうしつ<を>行きます。	山田さんは3時に田中のけんきゅうしつ(に)行きます。
このへんに<遊ばないください>。	このへんに(遊ばないでください)。
<このへんに遊ばないください>。	(このへんで遊ばないでください)。
このへん<に>遊ばないください。	このへん(で)遊ばないください。
私は雨が<好きます>。	私は雨が(好きです)。
妹は医者<を>行った。	妹は医者(に)行った。
すうがくの<クラス>どうですか。	すうがくの(クラスは)どうですか。
花屋は、<スーパーの向こうにです>。	花屋は、(スーパーの向こうにあります)。
花屋は、スーパーの<向こうにです>。	花屋は、スーパーの(向こうです)。
今日、私のうちにあそびに<きない>。	今日、私のうちにあそびに(こない)。
私は車がないので、<行かれ>ません。	私は車がないので、(行け)ません。
<私は車がないので、行かれません>。	(私は車がないので、行きません)。
休みは、どこにも<行きました>。	休みは、どこにも(行きませんでした)。
お茶は日本でよく<飲む>飲み物です。	お茶は日本でよく(飲まれる)飲み物です。
お茶は日本<で>よく飲む飲み物です。	お茶は日本(に)よく飲む飲み物です。
モールで<綺麗だくつ>が買った。	モールでく綺麗なくつ)を買った。
モールで綺麗な<くつが買った>。	モールで綺麗な(くつを買った)。
モールで綺麗なくつを<買いた>。	モールで綺麗なくつを(買った)。
モールで綺麗なくつを<買うた>。	モールで綺麗なくつを(買った)。
この町は<忙しい>です。	この町は(賑やか)です。
この町<は>忙しいです。	この町(が)忙しいです。
<どんなのかさ>がいいですか。	(どんなかさ)がいいですか。
本を<よみますせん>	本を(よみません)
サッカーとやきゅうと<どちらのほうが一番人気があります>か。	サッカーとやきゅうと(どちらのほうが人気です)か。
サッカーとやきゅうとどちらのほうが<一番人気がありますか>。	サッカーとやきゅうとどちらのほうが(人気がありますか)。
サッカーとやきゅうとどちらのほうが<一番人気がありますか>。	サッカーとやきゅうとどちらのほうが(一番人気ですか)。
靴を<買うます>。	靴を(買います)。
なんでも<質問して>いいですか。	なんでも(質問しても)いいですか。
昨日ハイキング<を>行きました。	昨日ハイキング(に)行きました。
<美しいな>ところです。	(美しい)ところです。
<これ綺麗なのください>。	(この綺麗なのをください)。
<これ>綺麗なのください。	(この)綺麗なのください。
<これ綺麗なのください>。	(これを綺麗にしてください)。
<いしょうに>テニスをしませんか。	(いっしょに)テニスをしませんか。
<いしょうに>テニスをしませんか。	(いしょに)テニスをしませんか。
<静かくして>ください。	(静かにして)ください。
<子どもを>うちからでました。	(子どもが)うちからでました。
子ども<を>うちからでました。	子ども(は)うちからでました。
<さき>を飲みません。	(さけ)を飲みません。
<さき>を飲みません。	(おさけ)を飲みません。
先生が<いらっしゃる>わかりません。	先生が(いらっしゃるかどうか)わかりません。
先生が<いらっしゃるわかりません>。	先生が(いらっしゃるかわかりません)。
マイクロソフトの<ように>会社で働きたいです。	マイクロソフトの(ような)会社で働きたいです。
アイフォン<が>写真を撮ります。	アイフォン(で)写真を撮ります。
<松井先生は太田先生よりどちらの方が>、厳しいですか。	(松井先生と太田先生とで、どちらの方が)、厳しいですか。
松井先生は<太田先生よりどちらの方が>、厳しいですか。	松井先生は(太田先生より)、厳しいですか。
松井先生<は太田先生よりどちらの方が、厳しいですか>。	松井先生(は太田先生とどちらの方が、厳しいですか)。
<松井先生は太田先生より>どちらの方が、厳しいですか。	(松井先生と太田先生で)どちらの方が、厳しいですか。
<この映画を見たことがあったと>思います。	(この映画は見たことがあると)思います。
この映画を<見たことがあった>と思います。	この映画を(見たことがある)と思います。
この映画<を見たことがあったと思います>。	この映画(を見たことあると思います)。
だれか来ますか。いいえ、<だれか>来ません。	だれか来ますか。いいえ、(だれも)来ません。
昼ごはんを<食べるきました>。	昼ごはんを(食べにいきました)。
昼ごはんを<食べる>きました。	昼ごはんを(食べに)きました。
昼ごはんを<食べるきました>。	昼ごはんを(食べてきました)。
ご飯の後で、<父たり母たり>お皿を洗います。	ご飯の後で、(父か母が)お皿を洗います。
ご飯の後で、<父たり母たりお皿を洗います>。	ご飯の後で、(父と母はお皿を洗います)。
ご飯の後で、<父たり母たりお皿を洗います>。	ご飯の後で、(父とか母とかお皿を洗います)。
<英語に話して>もいいですか。	(英語を話して)もいいですか。
英語<に>話してもいいですか。	英語(で)話してもいいですか。
あの本を<とりてきて>ください。	あの本を(とってきて)ください。
あの本を<とりてきてください>。	あの本を(とりにきてください)。
あの本を<とりて>きてください。	あの本を(もって)きてください。
このシャツを<きらないでください>。	このシャツを(きないでください)。
このテストはあまり<難しかった>。	このテストはあまり(難しくなかった)。
へやが<綺麗く>なりました。	へやが(綺麗に)なりました。
へや<が綺麗くなりました>。	へや(が綺麗じゃなかったです)。
うちに、犬が<あります>。	うちに、犬が(います)。
車を<もちます>か。	車を(もっています)か。
<車をもちますか>。	(車がありますか)。
先生はクラスを<始まります>。	先生はクラスを(始めました)。
先生はクラスを<始まります>。	先生はクラスを(始めます)。
<今日、私はひまじゃなかったでした>。	(今日、私はひまじゃなかった)。
今日、私は<ひまじゃなかったでした>。	今日、私は(ひまじゃなかったです)。
今日、私は<ひまじゃなかったでした>。	今日、私は(ひまじゃありませんでした)。
今日、私はひま<じゃなかったでした>。	今日、私はひま(じゃないです)。
友達は、すしを<食べるたかった>です。	友達は、すしを(食べたかった)です。
友達は、すしを<食べるたかったです>。	友達は、すしを(食べたがっていました)。
山登りをするのが<好き>と友だちが言いました。	山登りをするのが(好きだ)と友だちが言いました。
<綺麗>字ですね。	(綺麗な)字ですね。
<きれい字ですね>。	(きれいな字ですね)。
<行かないだった>。	(行かなかった)。
映画はぜんぜん<面白くなかた>です。	映画はぜんぜん(面白くなかった)です。
<ペットを持っていますか>。	(ペットがいますか)。
ペットを<持って>いますか。	ペットを(かって)いますか。
ペットを<持っていますか>。	ペットを(飼っていますか)。
友達<を>あそぶことが好きです。	友達(と)あそぶことが好きです。
窓から<黒いの>ねこが二匹見えます。	窓から(黒い)ねこが二匹見えます。
短いパンツを<はいてでいい>ですか。	短いパンツを(はいてもいい)ですか。
宿題を<昨日にしました>。	宿題を(昨日しました)。
日本語を<話すのこと>はかんたんです。	日本語を(話すの)はかんたんです。
日本語を<話すのこと>はかんたんです。	日本語を(話すこと)はかんたんです。
<全国大会は>金メダルを取った。	(全国大会で)金メダルを取った。
京都に<行た>ことがありますか。	京都に(行った)ことがありますか。
<明子さんは15歳、良子さんはも15歳です>。	(明子さんも良子さんも15歳です)。
明子さんは15歳、<良子さんはも>15歳です。	明子さんは15歳、(良子さんも)15歳です。
<明子さんは15歳、良子さんはも15歳です>。	(明子さんは15歳で、良子さんはも15歳です)。
<おはいよう>ございます。	(おはよう)ございます。
昨日魚を<食べみました>。	昨日魚を(食べました)。
昨日魚を<食べみました>。	昨日魚を(食べてみました)。
この動物が<わからなくてから>ちょっと怖いです。	この動物が(わからないから)ちょっと怖いです。
ここで音楽を<ききっても>いいですか。	ここで音楽を(きいても)いいですか。
ハンバーガー<だけを食べなかったほうがいいです>。	ハンバーガー(だけ食べたほうがいいです)。
ハンバーガーだけを<食べなかった>ほうがいいです。	ハンバーガーだけを(食べない)ほうがいいです。
ハンバーガー<だけを食べなかったほうがいいです>。	ハンバーガー(だけを食べたほうがいいです)。
ハンバーガーだけを<食べなかったほうがいいです>。	ハンバーガーだけを(食べないほうがよかったです)。
山田さんは<田中さんの方より>背がたかいです。	山田さんは(田中さんより)背がたかいです。
<去年は今年より>暑いです。	(今年は去年より)暑いです。
去年は今年より<暑いです>。	去年は今年より(暑かったです)。
兄のラクロスチームはトーナメント<で遊びました>。	兄のラクロスチームはトーナメント(にでました)。
兄のラクロスチームは<トーナメントで遊びました>。	兄のラクロスチームは(トーナメントに出ました)。
兄のラクロスチームは<トーナメントで遊びました>。	兄のラクロスチームは(トーナメントにでます)。
兄の<ラクロスチームはトーナメントで遊びました>。	兄の(ラクロスチームはトーナメントでさんかしました)。
トイレ<で>いってもいいですか。	トイレ(に)いってもいいですか。
学校の後で宿題を<五時間をしました>。	学校の後で宿題を(五時間しました)。
学校の後で<宿題を五時間をしました>。	学校の後で(宿題を五時間にしました)。
<にんじんは、５枚を切ってください>。	(にんじんを５本切ってください)。
にんじんは、<５枚を>切ってください。	にんじんは、(５本)切ってください。
<にんじんは、５枚を切ってください>。	(にんじんを、５枚切ってください)。
にんじんは、<５枚を切ってください>。	にんじんは、(５枚に切ってください)。
エミさんは果物しか<食べます>。	エミさんは果物しか(食べません)。
作文を<かわなければ>なりません。	作文を(かかなければ)なりません。
作文を<かわなければなりません>。	作文を(かわらなければなりません)。
こんどいっしょに<行きませんですか>。	こんどいっしょに(行きませんか)。
<これの>本が好きです。	(この)本が好きです。
友達は、すしがあまり<好きでした>。	友達は、すしがあまり(好きではありませんでした)。
友達は、すしが<あまり好きでした>。	友達は、すしが(あまり好きじゃありませんでした)。
友達は、<すしがあまり好きでした>。	友達は、(すしがあまり好きではありません)。
友達は、すしが<あまり好きでした>。	友達は、すしが(あまり好きじゃなかっだです)。
家の前に犬が<あります>。	家の前に犬が(います)。
先週、<日本語の>レストランへ行きました。	先週、(日本の)レストランへ行きました。
今日、レポートを<3つを>出さなければいけません。	今日、レポートを(3つも)出さなければいけません。
今日、レポートを<3つを>出さなければいけません。	今日、レポートを(3つ)出さなければいけません。
その部屋の<広いの>を教えてください。	その部屋の(広さ)を教えてください。
今日は、誰もうちに<きなかった>。	今日は、誰もうちに(こなかった)。
まどを<あけてあります>。	まどを(あけておきます)。
まど<を>あけてあります。	まど(が)あけてあります。
まどを<あけてあります>。	まどを(あいてあります)。
背が<低くでも>大丈夫。	背が(低くても)大丈夫。
背が<低いでも>大丈夫。	背が(低くても)大丈夫。
ちょっと<急ぐでください>。	ちょっと(急いでください)。
ちょっと<急ぎでください>。	ちょっと(急いでください)。
コンサートまでまだ時間<に>ありますよ。	コンサートまでまだ時間(が)ありますよ。
私の大学の寮は<綺麗くない>です。	私の大学の寮は(綺麗じゃない)です。
私の大学の寮は<きれくないです>。	私の大学の寮は(きれじゃないです)
学校<から>習ったことは大切です。	学校(で)習ったことは大切です。
祖父は、いっさい人からものを<もらあない>。	祖父は、いっさい人からものを(もらわない)。
祖父は、<いっさい人からものをもらあない>。	祖父は、(いっさいからものをもらわなかった)
友達<で>映画を見ました。	友達(と)映画を見ました。
<うまいの>肉を一緒に食べましょうか。	(うまい)肉を一緒に食べましょうか。
<静かへや>で、ぐっすり寝ました。	(静かなへや)で、ぐっすり寝ました。
私は学校へ<歩いてくるました>。	私は学校へ(歩いていきました)。
私は学校へ歩いて<くるました>。	私は学校へ歩いて(きました)。
ドレスを<買ったの時>デパートに行きました。	ドレスを(買いに)デパートに行きました。
<ドレスを買ったの時デパートに行きました>。	(デパートに行った時、ドレスを買いました)。
ドレスを<買ったの時>デパートに行きました。	ドレスを(買った時)デパートに行きました。
ながのは今日、<どんないお天気ですか>。	ながのは今日、(どんなお天気ですか)。
ながのは今日、<どんないお天気>ですか。	ながのは今日、(どんな天気)ですか。
日本語は<話しませんじゃないです>。	日本語は(話しません)。
日本語は<話しませんじゃないです>。	日本語は(話さなくないです)。
田中さんはテニスが<好きと>言っていました。	田中さんはテニスが(好きだと)言っていました。
レストラン<に>食べました。	レストラン(で)食べました。
日曜日に、ねたり、本を<よんたり>します。	日曜日に、ねたり、本を(よんだり)します。
私<わ>十四さいです。	私(は)十四さいです。
水を<飲みたなかったです>。	水を(飲みたかったです)。
水を<飲みたなかった>です。	水を(飲みたくなかった)です。
本をたくさん<読みて>います。	本をたくさん(読んで)います。
本をたくさん<読みています>。	本をたくさん(読んでください)。
私のかぞくは五人<あります>。	私のかぞくは五人(です)。
私のかぞくは五人<あります>。	私のかぞくは五人(います)。
このレストラン<を>食べましょう。	このレストラン(で)食べましょう。
お兄さんはどこ<で>住んでいますか。	お兄さんはどこ(に)住んでいますか。
<二人がいます>。	(二人います)。
先生に手紙を<書きた>ことがあります。	先生に手紙を(書いた)ことがあります。
ジュースを<飲みて>ください。	ジュースを(飲んで)ください。
本屋は2番目のお店<があります>。	本屋は2番目のお店(です)。
<本屋は2番目のお店があります>。	(本屋は2番目のお店にあります)。
パーティ<ではやるもの>がいっぱいありました。	パーティ(ではやること)がいっぱいありました。
明日は雨<を>降るでしょう。	明日は雨(が)降るでしょう。
福田さんの料理は<美味しいじゃないそうです>。	福田さんの料理は(美味しそうじゃないです)。
福田さんの料理は<美味しいじゃない>そうです。	福田さんの料理は(美味しくない)そうです。
福田さんの料理は<美味しいじゃないそう>です。	福田さんの料理は(美味くなそう)です。
福田さんの料理は<美味しいじゃないそう>です。	福田さんの料理は(美味しくなさそう)です。
大学に<行く>後で、日本語を勉強するようにしました。	大学に(行った)後で、日本語を勉強するようにしました。
大学<に行く後で>、日本語を勉強するようにしました。	大学(から帰った後)、日本語を勉強するようにしました。
今日は天気<を>よくないですね。	今日は天気(が)よくないですね。
<今日は天気をよくないですね>。	(今日の天気はよくないですね)。
その部屋の<広い>を教えてください。	その部屋の(広さ)を教えてください。
子どもが<うちからだしました>。	子どもが(うちからでてきました)。
子どもが<うちからだしました>。	子どもが(うちからでました)。
<子どもがうちからだしました>。	(子どもがうちからでかけました)。
<暑い日から>プールに行きましょう。	(暑い日でしたから)プールに行きましょう。
<暑い日から>プールに行きましょう。	(暑い日だから)プールに行きましょう。
授業料を<安くてして>ほしいです。	授業料を(安くして)ほしいです。
お正月に<青いの>綺麗な着物を着ました。	お正月に(青くて)綺麗な着物を着ました。
お正月に<青いの>綺麗な着物を着ました。	お正月に(青い)綺麗な着物を着ました。
<「はやくおきてください」山口さんと言いました>。	(山口さんは、「はやくおきてください」と言いました)。
<「はやくおきてください」山口さんと言いました>。	(山口さんは「はやくおきてください」と言いました)。
<「はやくおきてください」山口さんと言いました>。	(「はやくおきてください」と山口さんが言いました)。
何時頃<帰りますですか>。	何時頃(帰りますか)。
あの人は<ゆうめくて>お金持ちです。	あの人は(ゆうめいで)お金持ちです。
ごようの時は、ボタンを<おしって>ください。	ごようの時は、ボタンを(おして)ください。
北海道の雪祭りはとても<綺麗そ>と思います。	北海道の雪祭りはとても(綺麗だ)と思います。
このレストラン<に>食べたことがありません。	このレストラン(で)食べたことがありません。
<小さいな町>です。	(小さな町)です。
<小さいな>町です。	(小さい)町です。
たんじょう日に何も<もらいました>。	たんじょう日に何も(もらいませんでした)。
たんじょう日に<何ももらいました>。	たんじょう日に(何ももらいましたか)。
へやで一人で、音楽を<聞きた>。	へやで一人で、音楽を(聞いた)。
カレー<に>とてもおいしいです。	カレー(は)とてもおいしいです。
先生はあたまが<いいで、優しい人>です。	先生はあたまが(よくて、優しい人)です。
先生はあたま<がいいで、優しい人>です。	先生はあたま(がよくて優しい人)です。
先生はあたま<がいいで優しい人>です。	先生はあたま(がよくて優しい人)です。
先生はあたま<がいいし優しい人>です。	先生はあたま(がよくて優しい人)です。
バスは何時<を>つきますか。	バスは何時(に)つきますか。
<アルバイトを欲しいです>。	(アルバイトがしたいです)。
アルバイト<を欲しいです>。	アルバイト(が欲しいです)。
森の中<は>鹿がいます。	森の中(に)鹿がいます。
<森の中は鹿がいます>。	(森の中には鹿があります)。
何をして<いるますか>。	何をして(いますか)。
<プールに中で>泳ぎます。	(プールで)泳ぎます。
プール<に>中で泳ぎます。	プール(の)中で泳ぎます。
昨日は、<だれも>会いませんでした。	昨日は、(だれにも)会いませんでした。
私は山田さんを<ご存知じゃないです>。	私は山田さんを(しりません)。
私は山田さんを<ご存知じゃないです>。	私は山田さんを(存じません)。
私は山田さんを<ご存知じゃないです>。	私は山田さんを(ご存知しませんか)。
<私は山田さんをご存知じゃないです>。	(私は山田さんを存知ません)。
<あのの人>はアメリカ人です。	(あの人)はアメリカ人です。
私は友だちに本を<くれました>。	私は友だちに本を(あげました)。
<ふるいの>教科書も高いですか。	(ふるい)教科書も高いですか。
私はカリフォルニアに<住んでです>。	私はカリフォルニアに(住んでいます)。
私はカリフォルニアに<住むでいます>。	私はカリフォルニアに(住んでいます)。
先週は<暖かい>です。	先週は(暖かかった)です。
アイスを<食べるません>。	アイスを(食べません)。
これは<青いじゃない>です。	これは(青くない)です。
これは<青いじゃない>です。	これは(青じゃない)です。
相手が<どうするかが>考えなければいけません。	相手が(どうするかを)考えなければいけません。
相手がどうする<かが考えなければいけません>。	相手がどうする(か考えなければいけません)。
このケーキ<が>食べますか。	このケーキ(を)食べますか。
バナナが好きです。<も、いちごが好きです>。	バナナが好きです。(そして、いちごも好きです)。
バナナが好きです。<も、いちごが好きです>。	バナナが好きです。(いちごも好きです)。
コンピュータ<を>ほしいです。	コンピュータ(が)ほしいです。
ここで写真をとっては<いきません>。	ここで写真をとっては(いけません)。
映画を<見ますとき>に、ポップコーンを食べます。	映画を(見るとき)に、ポップコーンを食べます。
映画を<見ますときに>、ポップコーンを食べます。	映画を(見たときに、)、ポップコーンを食べます。
日本語が<楽しに>なりました。	日本語が(楽しく)なりました。
毎日、歯を<みがきてください>。	毎日、歯を(みがいてください)。
先生<の>つまらない。	先生(は)つまらない。
先生<の>つまらない。	先生(が)つまらない。
銀行<でも>どこですか。	銀行(は)どこですか。
友だちのマークさんは2マイルも<泳ぎ>ことができます。	友だちのマークさんは2マイルも(泳ぐ)ことができます。
昨日は<暑いだったので、プールに泳ぎました>。	昨日は(暑かったので、プールで泳ぎました)。
昨日は<暑いだった>ので、プールに泳ぎました。	昨日は(暑かった)ので、プールに泳ぎました。
<どうやってお作りになり>について教えていただきます。	(作りかた)について教えていただきます。
どうやってお作りに<なり>について教えていただきます。	どうやってお作りに(なったか)について教えていただきます。
<どうやってお作りになりについて>教えていただきます。	(どうやってお作りになったか)教えていただきます。
どうやってお作りになりについて<教えていただきます>。	どうやってお作りになりについて(教えてもらいます)。
バスは7時に東京<を>つきます。	バスは7時に東京(に)つきます。
今日、私は<何を>食べません。	今日、私は(何も)食べません。
<今日、私は何を食べません>。	(今日、私は何を食べませんでした)。
<まで>、食べられますよ。	(まだ)、食べられますよ。
<まで、>食べられますよ。	(まだ)食べられますよ。
毎日野菜をたくさん食べるのは、<ヘルシーなです>。	毎日野菜をたくさん食べるのは、(ヘルシーです)。
東京と<大阪と行きました>。	東京と(大阪へ行きました)。
東京と大阪<と行きました>。	東京と大阪(に行きました)。
ここから、駅まで<あるきて>、１０分です。	ここから、駅まで(あるいて)、１０分です。
<走らじゃない>。	(走りません)。
<走らじゃない>。	(走らない)。
<走らじゃない>。	(はしらない)。
かんじを<わすれたしまった>。	かんじを(わすれてしまった)。
かんじを<わすれたしまった>。	かんじを(わすれた)。
<日本とアメリカとロシアは日本が一番好き>です。	(日本とアメリカとロシアでは日本が一番好き)です。
日本とアメリカとロシア<は>日本が一番好きです。	日本とアメリカとロシア(の中で)日本が一番好きです。
<日本とアメリカとロシアは日本が一番好きです>。	(日本とアメリカとロシアで日本が一番好きです)。
日本とアメリカとロシア<は>日本が一番好きです。	日本とアメリカとロシア(の中で、)日本が一番好きです。
昨日、公園で<彼女を会いました>。	昨日、公園で(彼女と会いました)。
この課題は<簡単くない>です。	この課題は(簡単じゃない)です。
アパートは<便利なでした>か。	アパートは(便利でした)か。
車をうんてん<しますが>楽しいです。	車をうんてん(するのが)楽しいです。
<車をうんてんしますが楽しいです>。	(車をうんてんします。楽しいです)。
新しい車が<ほうしい>。	新しい車が(ほしい)。
バスてい<を>まっています。	バスてい(で)まっています。
<これ店>のラーメンは辛くて美味しいです。	(この店)のラーメンは辛くて美味しいです。
この店のラーメンは<辛く美味しい>です。	この店のラーメンは(辛くて美味しい)です。
<本当にですか。新しいのですか>。	(本当ですか。新しいですか)。
<本当にですか>。新しいのですか。	(本当ですか)。新しいのですか。
京都行きの電車は<どのですか>。	京都行きの電車は(どれすか)。
京都行きの電車は<どのですか>。	京都行きの電車は(どれですか)。
<京都行きの電車はどのですか>。	(京都行きの電車はどちらですか)。
明日、大学に<きって>ください。	明日、大学に(きて)ください。
<かさを持って行くから、雨が降りそうだ>。	(雨が降りそうだから、傘を持っていく)。
<かさを持って行くから、雨が降りそうだ>。	(雨が降りそうだから、かさを持って行く)。
フォーク<を>ステーキを食べます。	フォーク(で)ステーキを食べます。
歌を<歌うます>。	歌を(歌います)。
<どですか>。	(どうですか)。
私は昨日医者に<行きます>。	私は昨日医者に(行きました)。
<今日にさんぽします>。	(今日、さんぽします)。
<今日にさんぽします>。	(今日はさんぽします)。
<今日にさんぽします>。	(今日さんぽします)。
明日、<はたらきなければ>いけません。	明日、(はたらかなければ)いけません。
明日もサッカーのゲームが<します>。	明日もサッカーのゲームが(あります)。
明日もサッカーのゲーム<が>します。	明日もサッカーのゲーム(を)します。
バスは<よく使いますので、便利です>。	バスは(便利ですので、良く使います)。
<バスはよく使いますので、便利です>。	(バスは便利なので、よく使います)。
<バスはよく使いますので、便利です>。	(便利なので、バスはよく使います)。
バスはよく<使いますので、便利です>。	バスはよく(使うので、便利です)。
<病気に、>クラスを休みました。	(病気で)クラスを休みました。
病気<に>、クラスを休みました。	病気(で)、クラスを休みました。
明日はたぶん<雨にでしょう>。	明日はたぶん(雨でしょう)。
明日はたぶん<雨にでしょう>。	明日はたぶん(雨がふるでしょう)。
<公園に可愛いの赤ちゃん>を見ました。	(公園で可愛い赤ちゃん)を見ました。
公園に<可愛いの赤ちゃん>を見ました。	公園に(可愛い赤ちゃん)を見ました。
<公園に可愛いの赤ちゃんを見ました>。	(公園で可愛いの赤ちゃんを見ました)。
このレストランは、<安いと>おいしいです。	このレストランは、(安くて)おいしいです。
日本語の先生は<優し>です。	日本語の先生は(優しい)です。
アイフォン<に>話します。	アイフォン(で)話します。
友達は、漢字を５００こ<書けられる>。	友達は、漢字を５００こ(書ける)。
すしが<すきくない>です。	すしが(すきじゃない)です。
<なにでも>質問してもいいですよ。	(なんでも)質問してもいいですよ。
日本語の<勉強ため>に漫画を読んでいます。	日本語の(勉強のため)に漫画を読んでいます。
<まで10時に>おきました。	(10時までに)おきました。
<まで10時に>おきました。	(10時に)おきました。
<まで10時におきました>。	(10時までおきました)。
すしやてんぷら<や>食べました。	すしやてんぷら(などを)食べました。
すしや<てんぷらや>食べました。	すしや(てんぷらを)食べました。
<行きますたい>ところがあります。	(行きたい)ところがあります。
行きたい<のところ>があります。	行きたい(ところ)があります。
これは<固いじゃない>です。	これは(固くない)です。
<やすい>を食べます。	(やさい)を食べます。
<やすい>を食べます。	(やすいの)を食べます。
<あの会社に仕事>をしています。	(あの会社で仕事)をしています。
この映画はラブストーリー<じゃなかっただった>。	この映画はラブストーリー(じゃなかった)。
カナダの冬は<アメリアの冬のより>長いです。	カナダの冬は(アメリアの冬より)長いです。
カナダの冬は<アメリアの冬のより>長いです。	カナダの冬は(アメリかの冬より)長いです。
時に朝ごはん<はたべました>。	時に朝ごはん(をたべました)。
日本語の一年生<ので>、漢字がまだ上手じゃないです。	日本語の一年生(なので)、漢字がまだ上手じゃないです。
田中さんは<いじわるので>、人気がありません。	田中さんは(いじわるなので)、人気がありません。
日本に<ほしいです>。	日本に(いきていです)。
日本に<ほしいです>。	日本に(行きたいです)。
日本<にほしい>です。	日本(に行ってほしい)です。
このケーキを<食べるの>いいですか。	このケーキを(食べても)いいですか。
公園のトイレはあまり<綺麗くありません>。	公園のトイレはあまり(綺麗ではありません)。
公園のトイレはあまり<綺麗くありません>。	公園のトイレはあまり(綺麗じゃありません)。
まだ学生ですから、<お金があらないです>よ。	まだ学生ですから、(お金がないです)よ。
<また>あのレストランで食べたことがありません。	(まだ)あのレストランで食べたことがありません。
<またあのレストランで>食べたことがありません。	(あのレストランで)食べたことがありません。
昨日学校に<行いて>勉強した。	昨日学校に(行って)勉強した。
